Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
SESSION RAID,BLONDE,LAGER,4.0,TO ØL,DANEMARK,3.1,4,2,6,4,4,6,"Robe jaune et trouble, fine mousse blanche","Arômes de fruits et de houblons, notes herbacées","Saveurs fruitées, de mandarine et de melon, notes florales et de fruits de la passion","To Øl est une jeune brasserie danoise située à Copenhague. Fondée en 2010, elle s'efforce jour après jour d'innover pour mieux surprendre. Devenue une brasserie influente dans le monde de la Craft en Europe, elle propose des bières toujours plus folles les unes que les autres.
La Session Raid est une India Pale Lager qui se veut délicieusement légère ! Houblonnée et à l'aromatique bien présente elle est idéale pour les chaudes journées d'été !
Arborant une robe jaune et trouble à la fine mousse blanche, elle dévoile au nez des arômes de fruits et de houblons ainsi que des notes herbacées. En bouche, ce sont des saveurs fruitées qui sont le plus présentes avec des touches de mandarine et de melon, mais aussi des notes florales.
To Øl a fait son apparition dans la liste des 100 meilleures brasseries au monde selon Ratebeers en 2012 et en 2014 jusqu'à devenir la 9ème meilleure brasserie au monde.",https://vandb.fr/session-raid.html
DUVEL TRIPLE HOP CITRA,BLONDE,STRONG ALE,9.5,DUVEL,BELGIQUE,2.95,8,2,6,8,6,6,"Robe blonde, claire, dorée, limpide, mousse blanche crémeuse","Agrumes, houblons, pamplemousse, citron vert, fruits de la passion, malt, levures, fruits exotiques, herbacée","Puissante, ronde, généreuse, sèche, notes fruitées, agrumes, fruits tropicaux, amertume puissante, herbacée","L'histoire de la brasserie Duvel Moortgat a commencé en 1871 avec la création de la ferme-brasserie Moortgat dans la région flamande. Très vite, les bières séduisent et entraînent le développement de la brasserie jusqu'à devenir aujourd'hui l'une des plus importantes de Belgique.
Créée en édition limitée en 2007, la Tripel Hop a refait surface en Belgique en 2016 sous la pression de 17 000 fans s'étant réunis sur Facebook. Ce phénomène est né d'un pari lancé par le directeur marketing de la brasserie à l'attention d'un club belge d'amateurs de bières auquel il a demandé de réunir au moins 10 000 personnes pour justifier la relance de cette blonde.
Produite à partir de trois types de houblons différents, cette spécialité à 9,5% est désormais en France.
La Duvel Triple Hop Citra dévoile, à la dégustation, une belle robe blonde aux reflets dorés. Sa mousse crémeuse laisse s'échapper un intense bouquet aromatique composé d'agrumes, de houblons, de malt, de levure et de fruits : pamplemousse, exotiques, fruits de la passion. Le tout est accompagnée de légères notes herbacées qui viennent sublimer ce nez. Ronde et puissante, la bouche est fortement houblonnée. Elle révèle des saveurs de fruits, d'agrumes et d'herbes auxquelles s'ajoutent une puissante amertume.
Une belle IPA qui séduira l'ensemble des amateurs de bières puissantes et houblonnées.",https://vandb.fr/164049/duvel-triple-hop-citra.html
GIPFEL GLUCK,BLANCHE,WEISSBIER,5.2,HOPFMEISTER,ALLEMAGNE,3.2,2,4,4,4,6,6,"Robe jaune pâle, trouble, mousse blanche crémeuse","Arômes de levures, fruits, banane, fruits de la passion, mangue, pain grillé,","Douce et onctueuse, notes de levure, de pain grillé, notes fruitées de mangue, de fruits de la passion, de banane","La brasserie Hopfmeister, située à Munich en Bavière, brasse des bières toutes les plus originales les unes que les autres. S'inspirant souvent des bières traditionnelles allemandes, ses bières ont toujours une note plus craft pour notre plus grand plaisir !
La Gipfel Gluck est une bière légère, à la robe trouble, qui offre des arômes de fruits exotiques. Contrairement aux autres Wheat beers allemandes, elle propose un corps plus fin et moins carbonique. De couleur jaune pâle, avec une mousse blanche crémeuse, cette Exotic Wheat Beer nous donne des arômes de levures, de fruits, de banane, de fruits de la passion, de mangue, et de pain grillé. En bouche, s'ajoutent des notes levurées et de pain grillé.
Une bière douce et onctueuse qui, avec sa base de bière allemande traditionnelle, saura vous faire garder les pieds sur terre tout en vous faisant rêver de grandeur avec ses notes exotiques !",https://vandb.fr/gipfel-gluck.html
IRISH ROAD TRIP,AMBRÉE,IPA,6.5,HOPFMEISTER,ALLEMAGNE,3.2,8,2,4,6,4,4,"Robe ambrée, reflets orangés, trouble, fine mousse blanche","Arômes de citron, agrumes, caramel, biscuit, mangue, notes herbacées","Sèche et houblonnée, notes fruitées, agrumes, mangue, herbes, biscuit, malt caramélisé, finale sèche et amère","La Irish Road Trip de la brasserie allemande Hopfmeister est une IPA s'inspirant des bières irlandaises.
Elle dévoile, une fois servie dans un verre, une robe ambrée trouble aux reflets orangés. Au nez, ses arômes se veulent sur le citron, les agrumes, le caramel, le biscuit et surprennent avec des notes herbacées et de mangue. En bouche, on retrouve des saveurs sèches et houblonnées accompagnées de notes fruitées, d'agrumes et de mangue. Sa finale est sèche et amère !
Si tu prépares un Road Trip en Irlande, n'oublie pas ton maillot de bain car oui il ne faut pas croire tout ce que l'on entend sur la météo et les irlandais se gardent bien d'entretenir cette légende pour garder leur île rien que pour eux !",https://vandb.fr/irish-road-trip.html
QUEUE DE CHARRUE ROUGE,ROUGE,AROMATISÉE-FRUITÉE,8.7,QUEUE DE CHARRUE,BELGIQUE,2.75,2,4,2,8,6,10,"Robe rouge, mousse épaisse et rosée","Arômes intenses de cerises, caramel, sucre","Douce, sucrée, notes de fruits rouges, caramel, amande, cerises, notes pâtissières","La brasserie Vanuxeem a vu le jour en 1906 sous l'impulsion de Henri Vanuxeem. Depuis lors, la brasserie est restée dans la famille malgré quelques mésaventures qui ont causé l'arrêt de l'activité pendant une vingtaine d'années. C'est la gamme Queue de Charrue qui relança l'activité de la brasserie en 1986. Depuis, la brasserie n'a cessé de se développer pour devenir aujourd'hui l'une des plus influentes de Belgique.
La Queue de Charrue Rouge est une bière puissante, aromatisée à la cerise, fortement alcoolisée puisqu'elle titre à 8,7%. Sa robe rouge est surplombée d'une fine mousse rosée. Elle offre des arômes gourmands de cerise, de caramel et de sucre. On retrouve en bouche des saveurs de fruits rouges associées à des saveurs de caramel et d'amande.
Une incontournable des bières belges fruitées et puissantes.",https://vandb.fr/queue-de-charrue-rouge.html
CLOUD 9 WIT,BLANCHE,WITBIER,4.6,TO ØL,DANEMARK,3.6,4,2,6,4,4,6,"Robe jaune pâle et trouble, reflets dorés","Arômes de céréales, d’agrumes et de fruits exotiques","Saveurs de mangue et de zeste d’orange, une amertume discrète.","La Cloud 9 Wit est une Hoppy Wit, un blend entre une bière blanche et une bière houblonnée ! Innovante dans le choix de ses recettes et de ses étiquettes, To Øl, située à Copenhague, sait se faire remarquer !
Cette Hoppy Wit à la robe blonde trouble et aux reflets dorés propose au nez des arômes de céréales, d’agrumes et de fruits exotiques. En bouche, les saveurs de mangue et de zeste d’orange dominent et sont accompagnées d'une amertume discrète.
Vous hésitez toujours entre une bière houblonnée et une blanche ? Essayez ce blend magnifique qui a su allier avec élégance douceur et vivacité !",https://vandb.fr/cloud-9-wit.html
CLASH,BLONDE,TRIPLE,9.0,DISTRIKT,FRANCE,3.8,2,0,2,8,8,4,"Robe ambrée claire, légèrement trouble, mousse blanche","Arômes boisés et maltés, notes fruitées et alcooleuses","Saveurs maltées, boisées, notes subtilement grillées","Née d'une autre recette de la brasserie qui avait été très appréciée, la recette de la Clash se veut généreuse. Les brasseurs de chez Distrikt ont en effet utilisé 7 malts différents lors du brassage et ont affiné leur bière avec des copeaux de fûts de chêne de whisky !
Au final, on découvre une bière orangée qui tire sur l'ambrée. Légèrement trouble, elle est surmontée d'un beau col de mousse blanche. Au nez, ce sont des arômes boisés et maltés qui dominent grâce à l'utilisation de plusieurs malts. Se rapprochant presque d'un whisky non tourbé, cette bière ambrée se veut généreuse en bouche avec une belle texture et des saveurs boisées, légèrement grillées et une bonne base de malt. Puissante, elle se veut chaleureuse !
La Clash rend un bel hommage à The Clash et offre une bière avec du caractère qui vous donnera envie de changer le monde à la manière du groupe PunK Rock britannique !",https://vandb.fr/clash.html
LEVRETTE IPA,BLONDE,IPA,6.0,LEVRETTE,FRANCE,2.95,6,2,4,4,4,6,"Blonde, orangé, mousse blanche et crémeuse","Arômes de fruits, pamplemousse, biscuit, houblon","Notes maltées, biscuit, houblon, agrumes, caramel, finale amère","La Levrette IPA est une bière non filtrée et non pasteurisée brassée avec des houblons américains qui lui confèrent des saveurs d'agrumes accompagnées de notes de biscuits et de fruits tropicaux.
Cette bière à la robe blonde aux reflets orangés est surmontée d'une fine mousse blanche et crémeuse. Au nez, on perçoit des arômes de fruits accompagnés de notes de pamplemousse avec de subtiles notes de biscuit. Côté goût, on retrouve des saveurs maltées et de biscuit accompagnées d'une amertume sèche.
Une dégustation houblonnée ne peut se faire qu'avec une bonne Levrette !",https://vandb.fr/164378/levrette-ipa.html
SERVUS SISSI,BLONDE,LAGER,3.5,HOPFMEISTER,ALLEMAGNE,3.2,6,2,4,4,4,6,"Robe blonde claire, limpide, fine mousse blanche","Arômes de céréales, fruits, pêche, citrons, agrumes, orange, notes herbacés","Légère et fraîches, notes céréalières, houblon, fruits, pêche agrumes, finale légèrement amère","La Servus Sissi est née grâce à Sepp, un des plus influents et créatifs agriculteurs de houblons en Allemagne ! Lorsqu'il est arrivé avec une nouvelle race de houblon nommée Sissi, la brasserie allemande Hopfmeister n'a pas hésité à créer une recette sur mesure : une Session Lager !
Arborant une robe blonde claire, limpide et surmontée d'une fine mousse blanche, la Servus Sissi offre au nez des arômes de céréales, de fruits, de pêche, de citrons, d'agrumes et d'orange qui s’accompagnent de notes herbacés. En bouche, cette Session Lager qui se veut très légère nous partage des saveurs fraîches houblonnées et fruitées qui se marient parfaitement avec les notes de pêche, d'agrumes et de céréales. Sa finale est légèrement amère.
Une bière allemande dans une version plus craft respectant la loi de pureté de 1516 qui oblige les brasseries allemandes à n'utiliser que quelques ingrédients : l'orge, le houblon et l'eau. La loi a quelques peu évoluée aujourd'hui pour donner un peu plus de libertés à ces brasseries.",https://vandb.fr/servus-sissi.html
LEVRETTE IPA,BLONDE,IPA,6.0,LEVRETTE,FRANCE,2.95,6,2,4,4,4,6,"Blonde, orangé, mousse blanche et crémeuse","Arômes de fruits, pamplemousse, biscuit, houblon","Notes maltées, biscuit, houblon, agrumes, caramel, finale amère","Créée en 2018 (et 10 ans après la création de la première Levrette blonde), la Levrette IPA poursuit la tradition et se révèle être une bière plus craft mais qui sait rester accessible à tous ! Brassée en France, avec les houblons Cascade et Mosaic, elle saura ravir les amateurs de bières houblonnées !
Avec sa robe blonde aux reflets orangés, surmontée d'une mousse blanche et crémeuse, cette India Pale Ale offre au nez des arômes de fruits et de pamplemousse intenses. Des notes de biscuit sont aussi reconnaissables grâce aux houblons utilisés. Sa finale se veut sur des touches légèrement caramélisées et sur une amertume sèche.
Une bière équilibrée et à l'amertume modérée, idéale pour les amateurs de bières qui veulent découvrir le monde extraordinaire de la craft !",https://vandb.fr/levrette-ipa.html
SOUTH PACIFIC DREAM,BLONDE,PALE ALE,4.1,NOMAD,AUSTRALIE,2.95,4,2,6,4,4,6,"Robe blonde, claire, fine mousse blanche","Arômes de céréale, fruits tropicaux, agrumes, herbes","Douce et légère, notes intenses de fruits tropicaux, ananas, mangue, notes herbacées et florales, finale peu amère","Utilisant des houblons australiens et américains, la South Pacific Dream nous invite à un voyage trans-pacific ! Brassée par la brasserie australienne Nomad, cette Pale Ale porte bien son nom !
Avec sa robe blonde, claire et sa fine mousse blanche, la South Pacific Dream offre des arômes de céréales, de fruits tropicaux, d'agrumes et des notes herbacées. En bouche, elle se veut douce et légère. Des notes intenses de fruits tropicaux, d'ananas et mangue dominent et vous font sentir sous les tropiques ! Les notes herbacées et florales viennent sublimer la dégustation et nous amènent avec finesse sur une finale peu amère.
""Levez les amarres moussaillons ! Ramassez l'ancre et cap sur les États Unis !""",https://vandb.fr/south-pacific-dream.html
