Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
COMPAGNIE DES INDES WEST INDIES 8 ANS 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,MULTIPLES,BARBADE,57.0,8,4,10,0,4,0,4,Ambrés,"Fruits macérés, sucre d'orge, miel, pêche, épices douces","Miel, épices, sucre d'orge, mélasse fumée, vanille, rhubarbe, réglisse, boisé",8,"A l'origine de la marque Compagnie des Indes, un homme : Florian Beuchet.
Ce dernier n'ayant jamais caché sa passion pour l'univers des rhums, il entreprit nombre de voyages à travers les pays producteurs pour sélectionner les cuvées qu'il pressant être de futurs grands succès. Les Caraïbes et l'Amérique Centrale étant ses principaux terrains de jeu.
Son flair ne traîna pas à convaincre les amateurs de rhum et très rapidement les geeks se mirent à suivre les nouvelles découvertes de la marque et à les collectionner, année après année.
Compagnie des Indes West Indies 8 ans se compose de rhums de styles à la fois espagnols et anglais, ce dernier étant distillé en alambic pot still et les trois autres en column still. Cet assemblage mâture ensuite 8 ans en fûts de chêne américain.
Ce rhum offre une belle complexité entre un nez aux accents de fruits macérés, de sucre et d'épices douces. La bouche est complexe avec les marqueurs du nez auxquels s'ajoutent des notes de mélasse, de fumée. La finale est délicatement vanillée et réglissée .",https://vandb.fr/compagnie-des-indes-west-indies-8-ans-40-.html
MEZAN JAMAICA 2007 46%,AMBRÉ,RUM - TRADITION ANGLAISE,46.0,MONYMUSK,JAMAÏQUE,59.9,8,0,8,2,4,0,4,Or Jaune,Fruité et assez gourmand,"Grains de poivre noir et vert en bouche, saveurs de mandarines et d’épices avec une belle structure sur le chêne. Ces arômes sont soutenus par de la vanille miellée laissant place à une finale longue et équilibrée",12,"L'embouteilleur indépendant Mezan possède une gamme de rhums millésimés sélectionnés à travers les Caraïbes. L'authenticité est le maître mot de la maison qui n'utilise aucun additif, ni filtration à froid afin de valoriser au mieux les spécificités de ses embouteillages. Ce Jamaica 2007 a été sourcé dans la réputée distillerie Monymusk. Ce rhum de mélasse est élaboré en 2007 dans l'alambic en cuivre de type Forsyth's, suivant un procédé de double distillation. Ce Mezan Jamaica 2007 est ensuite vieilli sous deux climats différents. Il séjourne les 5 premières années de sa vie sous le climat tropical de la Jamaïque, avant d'être importé en Europe pour bénéficier d'un second vieillissement de 7 ans en fût de bourbon de premier remplissage. Cela lui donne une belle couleur claire et un subtil côté boisé. Les marqueurs jamaïcains sont présents, avec des notes fruitées de mandarine et d'épices apportées par le poivre. La vanille soutient l'ensemble en apportant un peu de douceur.",https://vandb.fr/mezan-jamaica-2007-46-.html
RL SEALE'S 10 ANS 46%,AMBRÉ,RUM - TRADITION ANGLAISE,46.0,FOURSQUARE,BARBADE,47.9,0,0,10,4,6,0,4,Cuivre profond,"Raisins secs, agrumes, cire, miel, vanille","Agrumes, fruits exotiques, terreux, floral, amandes, anis",10,"Qui dit Seale dit Foursquare !
La distillerie Foursquare est l'écrin d'un véritable empire familial. C'est en 1926 que Reginald Leon Seale donne naissance à l'entreprise familiale de négoce RL Seale qui prospère depuis lors. La qualité de ses rhums s'appuie sur le savoir-faire séculaire de la distillerie Foursquare et sur l'art de l'assemblage dont la famille Seale fait preuve de génération en génération.
RL Seale est donc une véritable institution du rhum à la Barbade, et elle continue d'être indépendante malgré les nombreux appels du pied !
Cette cuvée est donc une création du Grand-Père fondateur de Richard Seale, actuel propriétaire de la maison. Cette bouteille originale aurait été conçue pour un meilleur écoulement du rhum !
Ce blend se compose de rhums d'au moins 10 ans d'âge ayant vieilli en fût de chêne américain auquel s'ajoute un finish en fût de brandy.
Le nez est équilibré entre notes fruitées (fruits secs), notes miellées et notes boisées. On retrouve ce même équilibre en bouche avec plus de variétés de fruits auxquels se joignent des notes fraîches et végétales. La finale oscille entre fruité et boisé.",https://vandb.fr/rl-seale-s-10-ans-46-.html
"ORAVA GRAN ANEJO 37,5%",AMBRÉ,RON - TRADITION ESPAGNOLE,37.5,NON COMMUNIQUÉE,RÉPUBLIQUE DOMINICAINE,39.0,4,0,6,0,0,6,10,Ambré,"Noix, cannelle, passion, coco, vanille, poivre","Ronde, gourmande, vanille, cannelle, coco, caramel, passion, cuir",0,"Orava est un nom qui sonne bon le soleil et les champs de cannes à sucre... Et bien non, c'est en réalité le nom d'un village finlandais, Oralava dans son nom entier, fief familial de l'épouse du fabricant de Cognac Jouffe et d'une petite nièce d'un certain Florian Fagerman, aventurier finlandais qui fut un héros de la révolution de Cuba à la fin du XIXème siècle.
Deux générations plus tard, ce rhum est donc un hommage à cet homme courageux. Issus d'un assemblage de rhums dominicains de 3 ans d'âge ils seront ramenés ensuite en France au sein de la maison Jouffe où ils connaîtront un affinage continental avant d'être embouteillés sur place.
Le nez exalte des notes d'épices douces, de fruits à coque et de fruits exotiques.
La bouche est ronde et soyeuse, d'abord sur les épices douces puis ensuite sur les fruits exotiques et le caramel.
La finale délicate nous laisse sur les fruits exotiques ainsi que sur des notes de cuir.",https://vandb.fr/orava-gran-anejo-37-5-.html
COMPAGNIE DES INDES GUYANA 2008 PORT MOURANT 43%,AMBRÉ,RUM - TRADITION ANGLAISE,43.0,DDL - PORT MOURANT STILL,GUYANA,46.14,0,0,10,6,6,0,4,Or clair,"Floral, miel, lavande, canne à sucre","Miel, canne à sucre, agrume, fruits mûrs",10,"Compagnie des Indes est une société d'embouteillage indépendante. Tous les rhums sont sélectionnés méticuleusement avant d'être embouteillés en single cask ou d'être assemblés.
Ici, en exclusivité chez V and B (seulement 1000 bouteilles) vous retrouverez le Guyana Port Mourant still 2008. Issu du célèbre double alambic Port mourant, l'un des plus anciens en bois, cette version de 10 ans d'âge est réduite à 43% avant d'être embouteillée.
Beaucoup de finesse dans ce rhum qui n'est pas marqué par les notes boisées comme certains de ses confrères. Le nez est séducteur, entre notes florales de lavande et notes fruitées de miel et de canne à sucre. La bouche répond au nez, avec en plus des notes d’agrumes et de fruits exotiques bien mûrs en complément, tout ça dans une douceur vanillée des plus gourmandes. La finale est délicieusement fruitée !",https://vandb.fr/compagnie-des-indes-guyana-2008-port-mourant-43-.html
OFFRIAN 8 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,LAS CABRAS,PANAMA,39.0,6,0,6,0,0,8,6,"Ambré, reflets dorés","Fruits, vanille","Vanille, caramel, finale légèrement épicée",8,"Offrian, c'est la rencontre de Jordan, Corentin et Marc, trois amoureux du rhum et des voyages, qui décident, un jour, de ramener dans leurs valides, offrian.
Mais pourquoi Offrian? Offrian signifie offrir. Les compères souhaitaient rendre hommage à cette fameuse ""part des anges"", vous savez, le rhum s'évapore ou le bois du tonneau aspire une quantité de rhum, il y en a donc de moins en moins en fonction des années. Cette fameuse part des anges était donc selon de vieilles légendes, retournée en offrande à la terre.
Ceci dit, Offrian est un rhum panaméen de la célèbre distillerie San Carlos qui produit notamment les rhums abuelo.
Les amis vous présentent un 8 ans d'âge pour leur première cuvée. Un rhum léger, caramélisé et vanillé. Un délice pour les novices comme les amateurs qui ont envie d'une petite douceur.",https://vandb.fr/offrian-8-ans-40-.html
RHUM NATION PANAMA 18 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,INCONNUE,PANAMA,76.0,6,0,4,0,0,6,10,Ambré profond,"Résineux, très doux, miel de châtaigne, chêne, balsamique","Mélasse, raisins, chocolat, tannins",18,"Rum Nation est une gamme de rhums créée par les négociants italiens Wilson&Morgan avec pour projet de faire découvrir le savoir-faire des rhums d'Amérique Latine et de la Caraïbe. Le leitmotiv de la marque : arriver au meilleur goût en restant accessible. C'est pour cela que les embouteillages varient entre 40 et 45° selon les spécificités de chaque rhum.
En route pour le Panama où, malgré les champs de canne à perte de vue dans le pays, une seule distillerie compte à l'appel ! Crée en 1908, il s'agit de la compagnie Varela Hermanos.
On y distille des rhums de style espagnol à base de mélasse dans des alambics à colonne, avant d'enfermer le nectar dans des fûts ex-bourbon de 200 litres pour un vieillissement sous le climat chaud et humide du pays.
Le nez exalte des notes de boisées charmeuses, résineuses, de miel de châtaigne, de chêne et de balsamique.
La bouche est ronde, suave et légèrement tannique ce qui apporte une fine amertume qui équilibre l'ensemble. Elle révèle des notes de mélasse, de raisins secs et de chocolat.
La finale offre une belle longueur boisée dans laquelle une vanille enchanteresse s'invite pour notre plus grand plaisir.",https://vandb.fr/rhum-nation-panama-18-ans-40-.html
CARTAVIO SÉLECTO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,CARTAVIO,PÉROU,32.9,0,0,8,0,0,8,6,Or vieux,Fruité intense,Délicatement caramélisée,5,"Né en 1929 au Pérou, le Cartavio a fait la renommée de l'Amérique latine en matière de rhums à travers le monde entier, notamment en pratiquant parfaitement la méthode de vieillissement Solera, originaire d'Espagne, qui permet de mélanger rhums jeunes et rhums vieux au cours de la maturation.
L'édition Sélecto est un rhum de 5 ans d'âge issu de l'assemblage de 9 eaux-de-vie soigneusement sélectionnées par le maître rhumier. Ses arômes intenses de fruits et ses notes de caramel vous feront voyager sur les hauteurs ensoleillées de ce magnifique pays des Andes.
Un rhum de tradition espagnole de très bonne facture à un prix abordable.",https://vandb.fr/cartavio-selecto-40-.html
"PLANTATION 3 STARS 41,2%",BLANC,RUM - TRADITION ANGLAISE,41.2,MULTIPLES,TRINITÉ ET TOBAGO,24.9,4,0,8,6,2,2,8,Cristallin,"Floral, épicé","Sucre roux, banane flambée, ananas confit, vanille, végétal",0,"La maison plantation a été créée par Alexandre Gabriel, ce grand nom du Cognac. Plantation est un embouteilleur indépendant, c'est-à-dire qu'il sélectionne, dans des distilleries, des fûts, les importe en France et les fait vieillir dans ses chais à cognac.
Plantation 3 stars est le résultat de l'assemblage de trois rhums blancs aux terroirs spécifiques. Le premier provient de Trinidad, le second de la Jamaïque et le troisième des Barbardes. Le meilleur du meilleur des caraïbes en une seule bouteille!
Mais pourquoi 3 Stars? Tout simplement parce que chacune des provenances utilisées se revendique comme stars du rhum. Alexandre Gabriel a pris le parti de les réunir! Bravo!
Au nez, on découvre des notes de sucres roux, de fruits exotiques comme la banane ou l'ananas. En bouche, on retrouve ses saveurs exotiques rehaussées par une note de vanille, de fleur et d'épices légère.",https://vandb.fr/plantation-3-stars-41-2-.html
DIPLOMATICO MANTUANO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DESTILERÍAS UNIDAS,VENEZUELA,33.5,6,0,8,0,0,8,0,Doré,"Prunes, chêne, épices douces","Fruits secs, bois, vanille",0,"On ne présente plus Tito Cordero, Maître de chai de la marque qui a fait connaître les rons vénézuéliens aux quatre coins du globe : Diplomatico.
La cuvée Mantuano a la particulicularité d'être composé à la fois de rhums de traditions espagnol (ron) mais aussi de rhums de tradition anglaise (rum), ""un hybride"" comme l'écrit son créateur, Tito Cordero. Cet assemblage apporte un équilibre maîtrisé à ce ron, ce qui n'est pas le fruit du hasard, car il a été initialement pensé pour la mixologie, même s'il s'avère qu'il ne manque pas d'intérêt à être dégusté sec.
Le nez est un bel équilibre entre notes fruitées et épicées. La bouche est à nouveau bien équilibrée entre des saveurs de fruits secs et des notes vanillées et boisées. La finale est légère et douce.",https://vandb.fr/diplomatico-mantuano-40-.html
KRAKEN 47 - 47%,AMBRÉ,SPICED,47.0,INCONNUE,CUBA,37.9,8,0,0,0,0,10,10,Noir,"Caramel, toffee, épices","Cannelle, vanille, muscade, épices",0,"Connaissez-vous Kraken? Cette créature mystique marine qui attaque les navires et les entraînes dans les fonds marins. À force d'avaler des navires, le Kraken aurait engloutit une cargaison entière de rhum. Et chez V and B, notre chasse à la pieuvre à payé! On vous a déniché en directe des îles vierges le rhum aux couleurs de l'encre du Kraken!
Kraken fait partie de la catégorie des spiced rhums. Littéralement des rhums épicés, ne vous y trompez pas, on parle plutôt de rhums infusés que de rhums pimentés.
Au nez, la vanille explose et laisse place aux épices et à un petit côté musqué. En bouche, on reste sur une première impression de vanille qui laisse place aux clous de girofle et à la cannelle.",https://vandb.fr/kraken-47-47-.html
ABUELO CENTURIA 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DON JOSE,PANAMA,161.0,8,0,8,6,4,4,0,Ambré,"Boisé, minéral, fruits à coque, agrumes, épices douces","Tabac, agrumes, fruits à coque, fraîcheur",30,"Abuelo qui signifie 'grand père' en espagnol est distillé dans le village de Pese au Panama. C'est Don Pancho de la distillerie San Carlos qui produit ce rhum.
San Carlos a été créé en 1919 et est la seule distillerie du Panama. Don Pancho est, quant-à-lui, cubain et surtout meilleur maître rhumier de sa génération. Chapeau l'artiste!
Abuelo vous présente ici sa version Centuria. Centuria ce sont des eaux de vie vieillies pendant plus de 30 ans en utilisant le procédé de la solera. Il en résulte un rhum aux notes de tabac, d'agrumes, de fruits à coque. Mais ne vous y trompez pas, il garde une fraîcheur en fin de bouche qui le rend aussi gourmand.",https://vandb.fr/abuelo-centuria-40-.html
CARTAVIO XO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,CARTAVIO,PÉROU,89.9,6,0,10,0,0,6,10,Acajou,"Doux et puissant, épices, noix, vanille, chocolat","Gourmande et intense, fruits secs, fruits à coque, toffee",18,"80 ans d'existence, ça se fête ! C'est à cette occasion qu'en 2009, la marque péruvienne Cartavio a dévoilé cette magnifique carafe de rhum XO. Mélange d'eaux-de-vie allant de 10 à 30 ans et vieilli en Solera comme le veut la tradition de la maison, ce rhum se veut plus sophistiqué et complexe.
Le style ""espagnol"" est toujours bien présent avec cette générosité portée par des arômes de toffee, de chocolat, de fruits secs et d'épices. De la gourmandise à l'état pur qui persiste en bouche pour le plus grand bonheur de vos papilles !",https://vandb.fr/cartavio-xo-40-.html
LITTLE TOBAGO BIRD OF PARADISE 40%,AMBRÉ,SPICED,40.0,SECRÈTE,TRINITÉ ET TOBAGO,41.0,8,0,6,0,4,8,10,Brun,"Fin, gourmand, pralin, chocolat","Frais, équilibré, gourmand, exotique",0,"Little Tobago, c'est cette petite île, vous savez, celle de la carte postale. Les cocotiers, les fleurs tropicales, la verdure... Mais c'est surtout l'île des Barbades qui préservent les oiseaux.
Le spiced rhum éponyme a voulu lui rendre hommage en présentant un spiritueux tout en gourmandise. Chocolat, caramel, pralin, toutes les saveurs d'un bon dessert sont réunies dans le but de nous rappeler notre enfance. La finale révèle des notes de fruits exotiques.
Un véritable gâteau qui sort du four, c'est un peu notre madeleine de Proust chez V and B!",https://vandb.fr/little-tobago-bird-of-paradise-40-.html
